,Book,Author,Description,Genres,Year of Publication,Publisher_x,URL,Aggregated Emotions,Aggregated Des Emotions,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
3717,total control,david baldacci,sidney archer world husband loves job excels cherished young daughter plane plummets virginia countryside everything changes suddenly one sidney archer trust jason archer rising young executive triton global world leading technology conglomerate determined give family best everything archer secretly entered deadly game cat mouse disappear leaving behind wife must sort lies truths aircrash investigation team wants know plane ticketed suddenly fell sky veteran fbi agent wants know seattle washington c new orleans maine hunt jason archer follows trail complex world lived worked world enormously powerful computers multimillion dollar takeover deal titanic financial standoffs artificial intelligence internet brilliant minds colliding ruthless men waging battles intimidation rainmakers going toe toe killers security specialists making fortune trying plug holes startling truth behind jason archer disappearance explodes sinister plot murder country single powerful individual soon archer wife sidney aided relentless sharp eyed fbi agent lee sawyer plunge straight violence leaving behind trail dead bodies shocking exposed secrets ,Thriller,1997,Warner Books,https://www.goodreads.com/book/show/226791.Total_Control,"[(' happy', 6), (' attached', 6), (' entitled', 3), (' ecstatic', 3), (' singled out', 2), (' alone', 2), (' attracted', 2), (' powerless', 2), (' sad', 2), (' focused', 2), (' lost', 1), (' independent', 1), (' loved', 1), (' angry', 1), (' esteemed', 1), (' bored', 1), (' fearless', 1), (' free', 1), (' hated', 1)]","[(' attached', 30), (' focused', 30), (' fearful', 30)]",0446604844,total control,David Baldacci,1997,Warner Books,http://images.amazon.com/images/P/0446604844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg
3720,subterranean,james rollins,travel bottom earth place never dreamed existed beneath ice hand picked team specialist makes way toward center world first venture magnificent subterranean labyrinth follow return rocks across yawning caverns beyond black river alone darkness breathtaking wonders await terrors beyond imagining revelations could change world things never disturbed bottom earth beginning keep moving toward miracle toward mystery older time ,Thriller,1999,Avon,https://www.goodreads.com/book/show/98807.Subterranean,"[(' happy', 15), (' attached', 12), (' independent', 5), (' lost', 5), (' sad', 5), (' alone', 3), (' adequate', 3), (' surprise', 2), (' powerless', 2), (' fearless', 2), (' hated', 1), (' codependent', 1), (' angry', 1), (' loved', 1), (' average', 1), (' free', 1), (' attracted', 1)]","[(' alone', 30)]",0380792648,subterranean,James Rollins,1999,Avon,http://images.amazon.com/images/P/0380792648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380792648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380792648.01.LZZZZZZZ.jpg
3721,amazonia,james rollins,rand scientific expedition entered lush wilderness amazon never returned years later one members stumbled world ’ inhospitable rainforest former special forces soldier – scarred mutilated terrified mere hours death – went one arm missing…and came intact unable comprehend inexplicable event government sends nathan rand impenetrable secret world undreamed – perils follow trail vanished father…toward mysteries must solved cost nightmare awaiting nate team scientists seasoned u army rangers dwarfs danger anticipated…an ancient unspoken terror – power beyond human imagining forever alter world beyond dark lethal confines amazon rainforest better… worse ,Thriller,2003,Avon Books,https://www.goodreads.com/book/show/294047.Amazonia,"[(' attached', 14), (' happy', 12), (' sad', 10), (' loved', 5), (' attracted', 4), (' fearless', 4), (' lost', 3), (' adequate', 2), (' powerless', 2), (' ecstatic', 2), (' alone', 1), (' angry', 1), (' anxious', 1), (' free', 1)]","[(' sad', 28), (' fearful', 28)]",0060002492,amazonia,James Rollins,2003,Avon Books,http://images.amazon.com/images/P/0060002492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060002492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060002492.01.LZZZZZZZ.jpg
3723,ice hunt,james rollins,carved moving island ice twice size united states ice station grendel abandoned seventy years twisted brainchild finest minds former soviet union designed inaccessible virtually invisible american undersea research vessel inadvertently pulled close – something sighted moving inside allegedly deserted facility something whose survival defies every natural law scientists soldiers intelligence operatives unsuspecting civilians drawn grendel ’ lethal vortex extreme measures possible undertaken protect dark mysteries – terrible truths locked behind submerged walls ice steel could end human life earth ,Thriller,2004,Avon Books,https://www.goodreads.com/book/show/294044.Ice_Hunt,"[(' happy', 17), (' attached', 15), (' angry', 6), (' hated', 5), (' attracted', 5), (' fearful', 4), (' sad', 4), (' loved', 4), (' alone', 3), (' ecstatic', 2), (' fearless', 2), (' demoralized', 2), (' surprise', 1), (' adequate', 1), (' cheated', 1), (' esteemed', 1), (' singled out', 1), (' lost', 1)]","[(' hated', 60), (' sad', 30)]",0060521600,ice hunt,James Rollins,2004,Avon Books,http://images.amazon.com/images/P/0060521600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060521600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060521600.01.LZZZZZZZ.jpg
3725,the analyst,john katzenbach,happy fifty third birthday doctor welcome first day death ruined life fully intend ruin exactly one fortnight starting tomorrow morning 6 discover succeed must purchase one tiny ads bottom new york times front page print name succeed take note second sheet letter contains names fifty two relatives unable purchase ad described choice kill immediately destroy one innocent people moment opens letter new york psychologist dr frederick starks led quiet believes blameless life idea judged unknown tormentor former patient lethally begins demonstrate potential threats layers starks carefully constructed life stripped quickly finds powerless pawn psychopath devious game vengeance ,Thriller,2003,Ballantine Books,https://www.goodreads.com/book/show/67931.The_Analyst,"[(' happy', 4), (' fearful', 2), (' loved', 1), (' alone', 1), (' sad', 1), (' attracted', 1), (' attached', 1), (' powerless', 1)]","[(' powerless', 60), (' happy', 30), (' singled out', 30)]",0345426274,the analyst,John Katzenbach,2003,Ballantine Books,http://images.amazon.com/images/P/0345426274.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345426274.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345426274.01.LZZZZZZZ.jpg
3727,the minds of billy milligan,daniel keyes,billy milligan anyone wants except control actions billy milligan man tormented twenty four distinct personalities battling supremacy body—a battle culminated awoke jail arrested kidnap rape three women landmark trial billy acquitted crimes reason insanity caused multiple personality—the first court decision history—bringing public light remarkable harrowing case multiple personality ever recorded twenty four people live inside billy milligan philip petty criminal kevin dealt drugs masterminded drugstore robbery april whose ambition kill billy stepfather adalana shy lonely affection starved lesbian “ used ” billy body rapes led arrest david eight year old “ keeper pain ” others including men women several children boys girls teacher one put together meet often shocking true story drawn deeply mind tortured young man splintered terrifying world ,Thriller,1995,Bantam Books,https://www.goodreads.com/book/show/1391817.The_Minds_of_Billy_Milligan,"[(' singled out', 8), (' happy', 8), (' attached', 4), (' powerless', 3), (' fearful', 3), (' sad', 3), (' ecstatic', 2), (' cheated', 2), (' bored', 1), (' average', 1), (' surprise', 1), (' loved', 1), (' attracted', 1), (' codependent', 1), (' independent', 1), (' focused', 1)]","[(' singled out', 30), (' alone', 30), (' sad', 30)]",0553263811,the minds of billy milligan,Daniel Keyes,1995,Bantam Books,http://images.amazon.com/images/P/0553263811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553263811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553263811.01.LZZZZZZZ.jpg
3729,temple,matthew reilly,four centuries ago precious idol hidden jungles peru incan people still ultimate symbol spirit william race american linguist enlisted u army decipher clues location ultimate symbol apocalypse carved rare stone found earth idol possesses elements destructive nuclear bomb virtual planet killer wrong hands could mean end mankind whoever possesses idol possesses unfathomable cataclysmic power gods foothills andes race team arrived alone soon discover penetrate temple idol break first rule survival treasures meant stay buried forces ready kill keep way ,Thriller,2002,St. Martin's Paperbacks,https://www.goodreads.com/book/show/144792.Temple,"[(' happy', 12), (' sad', 9), (' attached', 8), (' lost', 5), (' fearful', 3), (' angry', 3), (' fearless', 3), (' attracted', 3), (' adequate', 3), (' loved', 3), (' free', 3), (' demoralized', 3), (' singled out', 2), (' average', 2), (' ecstatic', 2), (' hated', 1), (' powerless', 1), (' embarrassed', 1), (' entitled', 1), (' surprise', 1)]","[(' alone', 30)]",0312981260,temple,Matthew Reilly,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312981260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312981260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312981260.01.LZZZZZZZ.jpg
3732,six days of the condor,james grady,cia operative malcolm code named condor discovers colleagues butchered blood spattered office realizes oversight assassins saved life contacts cia headquarters help attempted rendezvous goes wrong quickly becomes clear one trusted malcolm disappears streets washington hoping evade killers long enough unravel conspiracy—but enough save life ,Thriller,1974,W W Norton &amp; Co Inc,https://www.goodreads.com/book/show/2579284-six-days-of-the-condor,"[(' happy', 12), (' sad', 12), (' attracted', 4), (' surprise', 3), (' obsessed', 2), (' free', 2), (' fearless', 2), (' ecstatic', 2), (' fearful', 1), (' embarrassed', 1), (' average', 1), (' angry', 1)]",[],0393086925,six days of the condor,James Grady,1974,W W Norton &amp; Co Inc,http://images.amazon.com/images/P/0393086925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393086925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393086925.01.LZZZZZZZ.jpg
3733,excavation,james rollins,high andes dr henry conklin discovers 500 year old mummy deep south american jungle conklin nephew sam stumbles upon remarkable site nestled two towering peaks place hidden human eyes thousands years ingenious traps laid ensnare careless unsuspecting wealth beyond imagining could reward courage face terrible unknown perilous journey inward ends cold shrouded heart breath taking necropolis something else waiting sam conklin exploratory party thing created man yet humanly possible something wondrous something terrifying ,Thriller,2000,HarperTorch,https://www.goodreads.com/book/show/294043.Excavation,"[(' happy', 9), (' lost', 9), (' attracted', 5), (' attached', 4), (' entitled', 4), (' ecstatic', 3), (' loved', 3), (' surprise', 2), (' alone', 2), (' angry', 1), (' fearless', 1), (' average', 1), (' embarrassed', 1), (' esteemed', 1), (' free', 1), (' independent', 1), (' powerless', 1), (' sad', 1)]","[(' powerless', 27)]",038081093X,excavation,James Rollins,2000,HarperTorch,http://images.amazon.com/images/P/038081093X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038081093X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038081093X.01.LZZZZZZZ.jpg
3735,stranger in a strange land,robert a. heinlein,name valentine michael smithancestry humanorigin marsvalentine michael smith human raised mars newly returned earth among people first time struggles understand social mores prejudices human nature alien teaching fundamental beliefs grokking watersharing love ,Science Fiction,1984,Berkley Publishing Group,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,"[(' happy', 27), (' free', 13), (' attached', 11), (' sad', 7), (' loved', 6), (' fearful', 6), (' attracted', 6), (' angry', 4), (' independent', 4), (' surprise', 3), (' average', 3), (' adequate', 3), (' hated', 2), (' esteemed', 2), (' powerless', 2), (' alone', 2), (' lost', 2), (' singled out', 2), (' embarrassed', 2), (' ecstatic', 2), (' cheated', 1), (' apathetic', 1), (' anxious', 1), (' codependent', 1), (' demoralized', 1), (' derailed', 1)]",[],0425071421,stranger in a strange land,Robert A. Heinlein,1984,Berkley Publishing Group,http://images.amazon.com/images/P/0425071421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425071421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425071421.01.LZZZZZZZ.jpg
3740,the martian chronicles,ray bradbury,strange wonderful tale man ’ experiences mars filled intense images astonishing visions part voyager classics collection martian chronicles tells story humanity ’ repeated attempts colonize red planet first men succumbed disease called great loneliness saw home planet dwindle size fist felt never born survived found welcome mars shape changing martians thought native lunatics duly locked rockets arrived earth piercing hallucinations projected martians people brought old prejudices – desires fantasies tainted dreams soon inhabited strange native beings caged flowers birds flame contents rocket summeryllathe summer nightthe earth menthe taxpayerthe third expedition moon still brightthe settlersthe green morningthe locustsnight meetingthe shoreinterimthe musiciansway middle airthe naming namesusher iithe old onesthe martianthe luggage storethe seasonthe watchersthe silent townsthe long yearsthere come soft rainsthe million year picnic ,Science Fiction,1984,Spectra,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles,"[(' happy', 30), (' sad', 29), (' attached', 9), (' alone', 8), (' attracted', 7), (' lost', 5), (' loved', 5), (' embarrassed', 4), (' fearless', 4), (' angry', 3), (' codependent', 3), (' safe', 2), (' fearful', 2), (' free', 2), (' ecstatic', 2), (' surprise', 2), (' hated', 2), (' derailed', 1), (' bored', 1), (' esteemed', 1), (' demoralized', 1)]","[(' happy', 30)]",0553278223,the martian chronicles,RAY BRADBURY,1984,Spectra,http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg
